mcSEED_subsystem	name	alt_names	functional_role_description	dupl_subsystem		functional_role_type	database_classification	additional_classification	function_description	regulon	example_mcSEED_id	example_locus_tag	evidence	evidence_info	reference
Arabinose and arabinoside utilization	AraH	NA	Putative pentose (arabinose/xylose) ABC transporter permease component (TC 3.A.1.2)	yes	Ara;aAOS;AR	transporter	TC 3.A.1.2	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Predicted to transport L-arabinose and D-xylose	AraU	fig|565042.3.peg.1624	BLLJ_1567	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	AraU	NA	Putative transcriptional regulator of arabinose transporter (ROK family)	no	Ara;aAOS;AR	regulator	ROK	NA	Predicted to regulate the expression of araFGH	AraU	fig|565042.3.peg.1627	BLLJ_1570	predicted_previously	Function was suggested previously in the literature. Reporter containing the promoter region is induced by D-fructose, D-galactose, D-ribose, D-xylose, and L-arabinose	29740413;35729224
Arabinose and arabinoside utilization	FruE	NA	Fructose/xylose/ribose/arabinose ABC transporter substrate-binding component (TC 3.A.1.2.23)	yes	Ara;aAOS;AR	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	fig|206672.9.peg.35	BL0033	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum NCC2705). Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated during growth on D-fructose, D-ribose, and D-xylose. Gene in Bifidobacterium longum subsp. longum NCIMB8809 is upregulated during growth on arabinose and arabinoxylan	22102285;38752423
Arabinose and arabinoside utilization	FruF	NA	Fructose/xylose/ribose/arabinose ABC transporter permease component 1 (TC 3.A.1.2.23)	yes	Ara;aAOS;AR	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	fig|206672.9.peg.37	BL0035	characterized_bifido	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated during growth on D-fructose, D-ribose, and D-xylose. Gene in Bifidobacterium longum subsp. longum NCIMB8809 is upregulated during growth on arabinose and arabinoxylan	22102285;38752423
Arabinose and arabinoside utilization	FruG	NA	Fructose/xylose/ribose/arabinose ABC transporter permease component 2 (TC 3.A.1.2.23)	yes	Ara;aAOS;AR	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	fig|206672.9.peg.38	BL0036	characterized_bifido	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated during growth on D-fructose, D-ribose, and D-xylose. Gene in Bifidobacterium longum subsp. longum NCIMB8809 is upregulated during growth on arabinose and arabinoxylan	22102285;38752423
Arabinose and arabinoside utilization	FruK	NA	Fructose/xylose/ribose/arabinose ABC transporter ATP-binding component (TC 3.A.1.2.23)	yes	Ara;aAOS;AR	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	fig|206672.9.peg.36	BL0034	characterized_bifido	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated during growth on D-fructose, D-ribose, and D-xylose. Gene in Bifidobacterium longum subsp. longum NCIMB8809 is upregulated during growth on arabinose and arabinoxylan	22102285;38752423
Arabinose and arabinoside utilization	AbfC	BAD_0156	Alpha-1,5-L-arabinofuranosidase (GH1)	no	aAOS	CAZyme	GH1	intracellular	Releases terminal alpha-1,5-linked arabinofuranosyl (L-Araf) residues from arabinobiose, arabinotriose, arabinotetraose, and arabinopentaose	AauR	fig|367928.6.peg.161	BAD_0156	characterized_bifido	Biochemically characterized (Bifidobacterium adolescentis ATCC 15703)	23924734
Arabinose and arabinoside utilization	Abf43A	AbfII_1;BL0184;BflsABF43A	Alpha-1,2/3-L-arabinofuranosidase (GH43_27)	no	aAOS	CAZyme	GH43_27	intracellular	Releases terminal alpha-1,2/3-linked arabinofuranosyl (L-Araf) residues from branched alpha-arabinooligosaccharides and sugar beet arabinan	AauR	fig|206672.9.peg.1483	BL0184	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. suis ATCC 27533)	38542148
Arabinose and arabinoside utilization	Abf43B	AbfII_2;BL0187;BflsABF43B	Alpha-1,5-L-arabinofuranosidase (GH43_26)	no	aAOS	CAZyme	GH43_26	intracellular	Releases terminal alpha-1,5-linked arabinofuranosyl (L-Araf) residues from arabinobiose, arabinotriose, arabinohexaose, and debranched arabinan. Not active on branched alpha-arabinooligosaccharides	AauR	fig|206672.9.peg.1487	BL0187	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. suis ATCC 27533)	38542148
Arabinose and arabinoside utilization	Abf43C	NA	Putative alpha-L-arabinofuranosidase (GH43_22)	no	aAOS	CAZyme	GH43_22	intracellular	Predicted to release terminal alpha-arabinofuranosyl (L-Araf) residues from alpha-arabinooligosaccharides	AauR	fig|1680.178.peg.190	CV760_00875	predicted_new	NA	NA
Arabinose and arabinoside utilization	Abn43A	AbnA1;BflsABN43A	Extracellular endo-alpha-1,5-L-arabinanase (GH43_4)	no	aAOS	CAZyme	GH43_4	extracellular	Releases short-chain alpha-arabinooligosaccharides (DP2-4) by cleaving internal alpha-1,5 glycosidic linkages in long-chain alpha-arabinooligosaccharides and debranched arabinan. Also releases branched alpha-arabinooligosaccharides from sugar beet arabinan	AauR	fig|206672.9.peg.1482	BL0183	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. suis ATCC 27533)	38542148
Arabinose and arabinoside utilization	Abn43B	AbnA2;BflsABN43B	Endo-alpha-1,5-L-arabinanase (GH43_4)	no	aAOS	CAZyme	GH43_4	unknown	Releases short-chain alpha-arabinooligosaccharides (DP2-4) by cleaving internal alpha-1,5 glycosidic linkages in long-chain alpha-arabinooligosaccharides and debranched arabinan	AauR	fig|206672.9.peg.1481	BL0182	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. suis ATCC 27533)	38542148
Arabinose and arabinoside utilization	Abf146	NA	Putative beta-L-arabinofuranosidase in alpha-AOS locus (GH146)	no	aAOS	CAZyme	GH146	intracellular	Predicted to release terminal beta-arabinofuranosyl (L-Araf) residues decorating alpha-arabinooligosaccharides	AauR	fig|547043.16.peg.932	BPSE_0870	predicted_new	NA	NA
Arabinose and arabinoside utilization	CaeA	NA	Hydroxycinnamic acid esterase	no	aAOS	CAZyme	NA	intracellular	Releases hydroxycinnamic acid decorating oligosaccharides	AauR	fig|206672.9.peg.1485	BL0186	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum NCIMB 8809)	30473685
Arabinose and arabinoside utilization	AauA	AauA1;AauA2;AauA3	Putative alpha-arabinooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	aAOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	fig|206672.9.peg.1489;fig|401473.3.peg.228;fig|518635.5.peg.1060	BL0188;BDP_0240;BIFANG_03010	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	AauB	AauB1;AauB2;AauC3	Putative alpha-arabinooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	no	aAOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	fig|206672.9.peg.1490;fig|401473.3.peg.230;fig|518635.5.peg.1059	BL0189;BDP_0241;BIFANG_03009	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	AauC	AauC1;AauC2;AauC3	Putative alpha-arabinooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	no	aAOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AauR	fig|206672.9.peg.1491;fig|401473.3.peg.231;fig|518635.5.peg.1058	BL0190;BDP_0242;BIFANG_03008	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	AauR	NA	Putative transcriptional regulator of alpha-arabinooligosaccharide utilization (LacI family)	no	aAOS	regulator	LacI	NA	Predicted to regulate the expression of genes involved in alpha-arabinooligosaccharide utilization	AauR	fig|206672.9.peg.1484	BL0185	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	Abf51A	BL0544;AfuB-H1;BL1611	Putative alpha-1,5-L-arabinofuranosidase (GH51)	no	aAOS	CAZyme	GH51	intracellular	Predicted to release terminal alpha-1,5-linked arabinofuranosyl (L-Araf) residues from alpha-arabinooligosaccharides	AbfR	fig|206672.9.peg.1286;fig|206672.9.peg.1667	BL0544;BL1611	homology_with_characterized	57% amino acid sequence identity with characterized alpha-1,5-L-arabinofuranosidase from Streptomyces lividans	8092996
Arabinose and arabinoside utilization	AauN	AraNt	Putative alpha-arabinooligosaccharide ABC transporter-2 substrate-binding component (TC 3.A.1.1)	no	aAOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AbfR	fig|1150461.5.peg.561	BBSC_0539	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	AauP	AraPt	Putative alpha-arabinooligosaccharide ABC transporter-2 permease component 1 (TC 3.A.1.1)	no	aAOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AbfR	fig|1150461.5.peg.562	BBSC_0540	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	AauQ	AraQt	Putative alpha-arabinooligosaccharide ABC transporter-2 permease component 2 (TC 3.A.1.1)	no	aAOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-arabinooligosaccharides	AbfR	fig|1150461.5.peg.563	BBSC_0541	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	AbfR	NA	Putative transcriptional regulator of alpha-arabinooligosaccharide utilization-2 (LacI family)	no	aAOS	regulator	LacI	NA	Predicted to regulate the expression of genes involved in alpha-arabinooligosaccharide utilization	AbfR	fig|1150461.5.peg.565	BBSC_0543	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	Abf51B	AbfB;BL1166	Alpha-1,3/5-L-arabinofuranosidase (GH51)	no	aAOS	CAZyme	GH51	intracellular	Releases terminal alpha-1,3/5-linked arabinofuranosyl (L-Araf) residues from arabinobiose, arabinotriose, arabinotetraose, arabinopentaose, arabinan, and arabinoxylan. Predicted to release L-Araf decorations from galactooligosaccharides	BgaR	fig|206672.9.peg.876	BL1166	characterized_bifido	Biochemically characterized (Bifidobacterium longum B667)	12957891
Arabinose and arabinoside utilization	Abf51C	BL1138	Putative alpha-L-arabinofuranosidase (GH51)	no	aAOS	CAZyme	GH51	intracellular	Predicted to release terminal alpha-arabinofuranosyl (L-Araf) residues	NA	fig|206672.9.peg.848	BL1138	predicted_previously	Function was suggested previously in the literature	24141124
Arabinose and arabinoside utilization	BlArafA	BLLJ_1854	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_22)	yes	AR	CAZyme	GH43_22	extracellular	Releases terminal alpha-1,3-linked arabinofuranosyl (L-Araf) residues from larch wood (type II) arabinogalactan and arabinan	AraQ	fig|565042.3.peg.1919	BLLJ_1854	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	30564851
Arabinose and arabinoside utilization	BlArafB	BLLJ_1853	Extracellular alpha-1,5-L-arabinofuranosidase (GH43_22)	no	AR	CAZyme	GH43_22	extracellular	Releases terminal alpha-1,5-linked arabinofuranosyl (L-Araf) residues from arabinan	AraQ	fig|565042.3.peg.1918	BLLJ_1853	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated during growth on arabinan 	30635377
Arabinose and arabinoside utilization	BlArafC	BLLJ_1852	Extracellular alpha-1,2/3-L-arabinofuranosidase (GH43_27)	no	AR	CAZyme	GH43_27	extracellular	Releases terminal alpha-1,2/3-linked arabinofuranosyl (L-Araf) residues from arabinan and arabinoxylan. Releases arabinose 100 times faster from arabinan than from arabinoxylan; not active toward arabinogalactan	AraQ	fig|565042.3.peg.1917	BLLJ_1852	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated during growth on arabinan 	30635377
Arabinose and arabinoside utilization	BlArafD	BLLJ_1851	Extracellular alpha-1,2/5-L-arabinofuranosidase (GH43_UC_26)	yes	AR	CAZyme	GH43_UC;GH43_26	extracellular	The protein contains two GH domains with different activities. The GH43_UC domain releases terminal alpha-1,2-linked arabinofuranosyl (L-Araf) residues from double-substituted xylose backbone residues in arabinoxylooligosaccharides and arabinoxylan. The GH43_26 domain releases terminal alpha-1,5-linked arabinofuranosyl (L-Araf) residues from arabinan	AraQ	fig|565042.3.peg.1916	BLLJ_1851	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	35235007
Arabinose and arabinoside utilization	BlArafE	BLLJ_1850	Extracellular alpha-1,3/4-L-arabinofuranosidase (GH43_22_34)	yes	NA	CAZyme	GH43_22;GH43_34	extracellular	The protein contains two GH domains with different activities. The GH43_22 domain releases terminal alpha-1,3-linked arabinofuranosyl (L-Araf) residues from (i) alpha-1,3-Araf monosubstituted xylose backbone (e.g., XA3XXX) in arabinoxylan, (ii) alpha-1,3-/alpha-1,4-Araf disubstituted galactose side chains in gum arabic (Acacia senegal). The GH43_34 domain releases the remaining alpha-1,4-linked arabinofuranosyl (L-Araf) residues from galactose side chains in gum arabic (Acacia senegal)	AraQ	fig|565042.3.peg.1915	BLLJ_1850	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	35108084;35235007
Arabinose and arabinoside utilization	BlArafX	NA	Putative extracellular alpha-L-arabinofuranosidase (GH43_27)	no	AR	CAZyme	GH43_27	extracellular	Predicted to release terminal alpha-arabinofuranosyl (L-Araf) residues from arabinan	AraQ	fig|1679.45.peg.1670	DD707_08430	predicted_new	NA	NA
Arabinose and arabinoside utilization	HypBA1	Bll1HypBA1;BLLJ_0211	Beta-1,2-L-arabinofuranosidase (GH127)	no	bAOS;HRGP	CAZyme	GH127	intracellular	Releases the terminal beta-1,2-linked arabinofuranosyl (L-Araf) residue from beta-1,2-arabinobiose	BauR1	fig|565042.3.peg.218	BLLJ_0211	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated during growth on beta‐arabinobiose, but not on L‐arabinose	24385433;32246585
Arabinose and arabinoside utilization	HypBA2	BLLJ_0212	Extracellular beta-L-arabinobiosidase (GH121)	no	HRGP	CAZyme	GH121	extracellular	Liberates the Araf(b1-2)Araf disaccharide (beta-1,2-arabinobiose) from Ara3-Hyp. Acts on carrot extensin and potato lectin but not on Ara4-Hyp or Ara2-Hyp	BauR1	fig|565042.3.peg.219	BLLJ_0212	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated during growth on beta‐arabinobiose, but not on L‐arabinose	21149454;32246585
Arabinose and arabinoside utilization	HypAA	BLLJ_0213	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_29)	no	HRGP	CAZyme	GH43_29	extracellular	Release the terminal alpha-1,3-linked arabinofuranosyl (L-Araf) residue from Ara4‐Hyp	BauR1	fig|565042.3.peg.220	BLLJ_0213	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated during growth on beta‐arabinobiose, but not on L‐arabinose	32246585
Arabinose and arabinoside utilization	BauA	BABP;BLLJ_0208	Beta-arabinobiose ABC transporter substrate-binding component (TC 3.A.1.1)	no	bAOS;HRGP	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds beta-1,2-arabinobiose (but not L-arabinose) in vitro	BauR1	fig|565042.3.peg.215	BLLJ_0208	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated during growth on beta‐arabinobiose, but not on L‐arabinose	32246585
Arabinose and arabinoside utilization	BauB	NA	Beta-arabinobiose ABC transporter permease component 1 (TC 3.A.1.1)	no	bAOS;HRGP	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports beta-1,2-arabinobiose	BauR1	fig|565042.3.peg.216	BLLJ_0209	characterized_bifido	NA	32246585
Arabinose and arabinoside utilization	BauC	NA	Beta-arabinobiose ABC transporter permease component 2 (TC 3.A.1.1)	no	bAOS;HRGP	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports beta-1,2-arabinobiose	BauR1	fig|565042.3.peg.217	BLLJ_0210	characterized_bifido	NA	32246585
Arabinose and arabinoside utilization	BauR1	BLLJ_0207	Putative transcriptional regulator of beta-arabinooligosaccharide utilization (LacI family)	no	bAOS;HRGP	regulator	LacI	NA	Predicted to regulate the expression of hypBA1, hypBA2, hypAA, bauABC. Predicted transcriptional effector: beta-1,2-arabinobiose	BauR1	fig|565042.3.peg.214	BLLJ_0207	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	Bll3HypBA1	BLLJ_1848	Extracellular beta-1,3-L-arabinofuranosidase (GH146)	yes	AR	CAZyme	GH146	extracellular	Releases terminal beta-1,3-linked arabinofuranosyl (L-Araf) residues from sugar beet arabinan, larch wood (type II) arabinogalactan, and gum arabic (Acacia senegal)	AraQ	fig|565042.3.peg.1913	BLLJ_1848	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	38324037
Arabinose and arabinoside utilization	Bll4HypBA1	BLLJ_0089	Extracellular beta-L-arabinofuranosidase (GH146)	no	HRGP	CAZyme	GH146	extracellular	Releases the beta-arabinofuranosyl (L-Araf) residue from Araf-Hyp	AraQ	fig|565042.3.peg.90	BLLJ_0089	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	36579407
Arabinose and arabinoside utilization	Abf127C	NA	Putative beta-1,2-L-arabinofuranosidase (GH127)	no	bAOS	CAZyme	GH127	intracellular	Predicted to release the terminal beta-1,2-linked arabinofuranosyl (L-Araf) residue from beta-1,2-arabinobiose	BauR2	fig|555970.3.peg.1569	Balat_1589	homology_with_characterized	60% amino acid sequence identity with characterized HypBA1 from Bifidobacterium longum subsp. longum JCM1217	29740413
Arabinose and arabinoside utilization	BauT	NA	Putative beta-arabinobiose MFS permease (TC 2.A.2)	no	bAOS	transporter	TC 2.A.2	MFS Superfamily; Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family	Predicted to transport beta-1,2-arabinobiose	BauR2	fig|555970.3.peg.1568	Balat_1588	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	BauR2	NA	Putative transcriptional regulator of beta-arabinooligosaccharide utilization-2 (LacI family)	no	bAOS	regulator	LacI	NA	Predicted to regulate the expression of hypBA3 and bauT	BauR2	fig|555970.3.peg.1570	Balat_1590	predicted_previously	Function was suggested previously in the literature	29740413
Arabinose and arabinoside utilization	Bau39	bAOS-AAfase 	Extracellular 3-O-beta-L-arabinopyranosyl-alpha-L-arabinofuranosidase-2 (GH39)	no	bAOS	CAZyme	GH39	extracellular	Releases from beta-arabinose oligosaccharides ([b-L-Araf-1,2]n-b-L-Arap-1,3-a-L-Araf, n=0-3)) from gum arabic (Acacia seyal)	BauR3	fig|566552.4.peg.1548	BBCT_0495	characterized_bifido	Biochemically characterized (Bifidobacterium catenulatum subsp. catenulatum JCM 1194)	doi.org/10.1016/j.carbpol.2024.122965
Arabinose and arabinoside utilization	Abf127B	BcAbf127B	Beta-1,2/3/5-L-arabinofuranosidase (GH127)	no	bAOS	CAZyme	GH127;CBM35	intracellular	Releases terminal beta-1,2/3/5-linked arabinofuranosyl (L-Araf) residues from beta-1,2/3/5-arabinobioses and [b-L-Araf-1,2]n-b-L-Arap-1,3-a-L-Araf (n=1-3) oligosaccharide	BauR3	fig|566552.4.peg.1547	BBCT_0494	characterized_bifido	Biochemically characterized (Bifidobacterium catenulatum subsp. catenulatum JCM 1194)	doi.org/10.1016/j.carbpol.2024.122965
Arabinose and arabinoside utilization	Abp36B	BcAbp36B	Beta-L-arabinopyranosidase-2 (GH36)	no	bAOS	CAZyme	GH36	intracellular	Releases the terminal beta-1,3-linked arabinofuranosyl (L-Arap) residue from beta-L-Arap-1,3-L-Ara disaccharide	NA	fig|566552.4.peg.1541	BBCT_0489	characterized_bifido	Biochemically characterized (Bifidobacterium catenulatum subsp. catenulatum JCM 1194)	doi.org/10.1016/j.carbpol.2024.122965
Arabinose and arabinoside utilization	BauE	NA	Putative beta-arabinooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	bAOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport beta-arabinooligosaccharides	BauR3	fig|566552.4.peg.1543	BBCT_0491	predicted_previously	Function was suggested previously in the literature	doi.org/10.1016/j.carbpol.2024.122965
Arabinose and arabinoside utilization	BauF	NA	Putative beta-arabinooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	no	bAOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport beta-arabinooligosaccharides	BauR3	fig|566552.4.peg.1545	BBCT_0492	predicted_previously	Function was suggested previously in the literature	doi.org/10.1016/j.carbpol.2024.122965
Arabinose and arabinoside utilization	BauG	NA	Putative beta-arabinooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	no	bAOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport beta-arabinooligosaccharides	BauR3	fig|566552.4.peg.1546	BBCT_0493	predicted_previously	Function was suggested previously in the literature	doi.org/10.1016/j.carbpol.2024.122965
Arabinose and arabinoside utilization	BauR3	NA	Putative transcriptional regulator of beta-arabinooligosaccharide utilization-3 (LacI family)	no	bAOS	regulator	LacI	NA	Predicted to regulate the expression of bauEFG, abf127B, and bau39	BauR3	fig|566552.4.peg.1542	BBCT_0490	predicted_new	NA	NA
Arabinose and arabinoside utilization	Abp27	AbpBL	Beta-L-arabinopyranosidase (GH27)	no	bAOS	CAZyme	GH27	unknown	Releases terminal arabinofuranosyl (L-Arap) residues from larch wood arabinogalactan and gum arabic (Acacia senegal)	AbpR	fig|565042.3.peg.1887	BLLJ_1823	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	doi.org/10.5458/jag.jag.JAG-2014_006
Arabinose and arabinoside utilization	Abf127D	Bll2HypBA1;BLLJ_1826	Putative beta-L-arabinofuranosidase (GH127)	no	bAOS	CAZyme	GH127	intracellular	Predicted to release terminal beta-arabinofuranosyl (L-Araf) residues	AbpR	fig|565042.3.peg.1890	BLLJ_1826	homology_with_characterized	Paralog (38% amino acid sequence identity) of HypBA1 from Bifidobacterium longum subsp. longum JCM1217	38324037
Arabinose and arabinoside utilization	Abp36A	NA	Beta-L-arabinopyranosidase (GH36)	no	bAOS	CAZyme	GH36	intracellular	Releases the terminal beta-1,3-linked arabinofuranosyl (L-Arap) residue from beta-L-Arap-1,3-L-Ara disaccharide	AbpR	fig|1680.178.peg.1757	BAD_1528	characterized_bifido	Biochemically characterized (Bifidobacterium adolescentis JCM1275)	34354509
Arabinose and arabinoside utilization	Abf43D	BaAbf43C;BAD_1527	Alpha-1,2/3/5-L-arabinofuranosidase (GH43_22)	no	aAOS	CAZyme	GH43_22	unknown	Preferentially releases terminal alpha-1,2/3-linked arabinofuranosyl (L-Araf) residues from (i) O-2 or O-3 monosubstituted arabinoxylooligosaccharides (A3X, A2XX, XA3XX, XA2XX) and arabinoxylan, (ii) O-3 monosubstituted branched arabino-oligosaccharides (AA3A, AAA3A) and branched arabinan. Weakly releases terminal alpha-1,5-linked L-Araf residues from short linear arabino-oligosaccharides	AbpR	fig|367928.6.peg.1604	BAD_1527	characterized_bifido	Biochemically characterized (Bifidobacterium adolescentis ATCC 15703)	39033088
Arabinose and arabinoside utilization	Abf51D	AbfB;BfdABF1;BflsABF51;BAD_1524	Alpha-1,2/3/5-L-arabinofuranosidase (GH51)	no	aAOS	CAZyme	GH51	intracellular	Releases alpha-1,2/3-linked arabinofuranosyl (L-Araf) residues from branched alpha-arabinooligosaccharides and arabinoxylooligosaccharides (A3X, A2XX). Also releases alpha-1,5-linked L-Araf residues from linear alpha-arabinooligosachharides (DP2-6) with lower efficiency	AbpR	fig|367928.6.peg.1601;fig|871562.3.peg.881;fig|206672.9.peg.1479	BAD_1524;HMPREF0168_2132;BL0181	characterized_bifido	Biochemically characterized (Bifidobacterium adolescentis ATCC 15703, Bifidobacterium dentium ATCC 27679, Bifidobacterium longum subsp. suis ATCC 27533)	20971079;34949752;38542148
Arabinose and arabinoside utilization	AbpR	BL0176	Putative transcriptional regulator of beta-L-arabinopyranosidase (LacI family)	no	bAOS	regulator	LacI	NA	Predicted to regulate the expression of abp27	AbpR	fig|565042.3.peg.1888	BLLJ_1824	predicted_previously	Function was suggested previously in the literature	26903998
Xyloglucan catabolism	XylA	NA	Xylose isomerase (EC 5.3.1.5)	yes	XglOS;XGL	downstream_catabolism	EC 5.3.1.5	NA	Catalyzes the isomerization of D-xylose to D-xylulose	XylR	fig|367928.6.peg.446	BAD_0422	characterized_bifido	Biochemically characterized (Bifidobacterium adolescentis ATCC 15703). Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated during growth on xylooligosaccharides. Gene in Bifidobacterium pseudocatenulatum YIT 4072 is upregulated during growth on xylose, xylooligosaccharides, and arabinoxylooligosaccharides 	23695585;23663691;33036985
Xyloglucan catabolism	XylB	NA	Xylulose kinase (EC 2.7.1.17)	yes	XglOS;XGL	downstream_catabolism	EC 2.7.1.17	NA	Phosphorylates D-xylulose to D-xylulose-5-phosphate	XylR	fig|367928.6.peg.460	BAD_0432	homology_with_characterized	31% sequence identity with characterized xylulokinase from Escherichia coli. Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated during growth on xylooligosaccharides. Gene in Bifidobacterium pseudocatenulatum YIT 4072 is upregulated during growth on xylose, xylooligosaccharides, and arabinoxylooligosaccharides 	6320721;23663691;33036985
Xyloglucan catabolism	Xgl31A	NA	Putative alpha-xylosidase (GH31)	no	XglOS	CAZyme	GH31	intracellular	Predicted to release terminal alpha-1,6-linked xylopyranosyl (D-Xylp) residues from xyloglucan oligosaccharides	XglR	fig|1150460.7.peg.1910	BBKW_1804	homology_with_characterized	48% amino acid sequence identity with characterized alpha-xylosidase from Escherichia coli	15294295
Xyloglucan catabolism	Xgl1	NA	Putative beta-1,4-glucosidase (GH1)	no	XglOS	CAZyme	GH1	intracellular	Predicted to release terminal beta-1,4-linked glucopyranosyl (D-Glcp) residues from xyloglucan oligosaccharides	XglR	fig|1150460.7.peg.1909	BBKW_1803	predicted_new	NA	NA
